当前股票 603733 股票名字 仙鹤股份 评级为: A- .............. i =1 , i的余数为 1
当前股票 300350 股票名字 华鹏飞 评级为: B- .............. i =339 , i的余数为 1
当前股票 600738 股票名字 兰州民百 评级为: A  .............. i =340 , i的余数为 0
当前股票 603601 股票名字 再升科技 评级为: A- .............. i =341 , i的余数为 1
当前股票 603779 股票名字 威龙股份 评级为: B  .............. i =342 , i的余数为 0
当前股票 600090 股票名字 同济堂 评级为: B  .............. i =343 , i的余数为 1
当前股票 600031 股票名字 三一重工 评级为: A  .............. i =344 , i的余数为 0
当前股票 600990 股票名字 四创电子 评级为: A  .............. i =345 , i的余数为 1
当前股票 603737 股票名字 三棵树 评级为: A  .............. i =346 , i的余数为 0
当前股票 002071 股票名字 长城影视 评级为: D- .............. i =347 , i的余数为 1
当前股票 300125 股票名字 易世达 评级为: B  .............. i =348 , i的余数为 0
当前股票 300101 股票名字 振芯科技 评级为: C+ .............. i =349 , i的余数为 1
当前股票 600332 股票名字 白云山 评级为: A+ .............. i =350 , i的余数为 0
当前股票 300291 股票名字 华录百纳 评级为: D- .............. i =351 , i的余数为 1
当前股票 600829 股票名字 人民同泰 评级为: B- .............. i =352 , i的余数为 0
当前股票 300408 股票名字 三环集团 评级为: A  .............. i =353 , i的余数为 1
当前股票 000895 股票名字 双汇发展 评级为: A  .............. i =354 , i的余数为 0
当前股票 300468 股票名字 四方精创 评级为: A+ .............. i =355 , i的余数为 1
当前股票 600804 股票名字 鹏博士 评级为: B  .............. i =356 , i的余数为 0
当前股票 601113 股票名字 华鼎股份 评级为: A- .............. i =357 , i的余数为 1
当前股票 300386 股票名字 飞天诚信 评级为: B  .............. i =358 , i的余数为 0
当前股票 600265 股票名字 ST景谷 评级为: C+ .............. i =359 , i的余数为 1
当前股票 002475 股票名字 立讯精密 评级为: A+ .............. i =360 , i的余数为 0
当前股票 600262 股票名字 北方股份 评级为: B  .............. i =361 , i的余数为 1
当前股票 603555 股票名字 贵人鸟 评级为: B  .............. i =362 , i的余数为 0
当前股票 600482 股票名字 中国动力 评级为: A  .............. i =363 , i的余数为 1
当前股票 300072 股票名字 三聚环保 评级为: A  .............. i =364 , i的余数为 0
当前股票 002602 股票名字 世纪华通 评级为: B+ .............. i =365 , i的余数为 1
当前股票 603517 股票名字 绝味食品 评级为: A+ .............. i =366 , i的余数为 0
当前股票 603998 股票名字 方盛制药 评级为: B  .............. i =367 , i的余数为 1
当前股票 603959 股票名字 百利科技 评级为: A  .............. i =368 , i的余数为 0
当前股票 603955 股票名字 大千生态 评级为: B+ .............. i =369 , i的余数为 1
当前股票 603939 股票名字 益丰药房 评级为: A  .............. i =370 , i的余数为 0
当前股票 603887 股票名字 城地股份 评级为: A  .............. i =371 , i的余数为 1
当前股票 603880 股票名字 南卫股份 评级为: B+ .............. i =372 , i的余数为 0
当前股票 603843 股票名字 正平股份 评级为: B- .............. i =373 , i的余数为 1
当前股票 603825 股票名字 华扬联众 评级为: B+ .............. i =374 , i的余数为 0
当前股票 603822 股票名字 嘉澳环保 评级为: A  .............. i =375 , i的余数为 1
当前股票 603690 股票名字 至纯科技 评级为: B+ .............. i =376 , i的余数为 0
当前股票 603667 股票名字 五洲新春 评级为: A  .............. i =377 , i的余数为 1
当前股票 603659 股票名字 璞泰来 评级为: A  .............. i =378 , i的余数为 0
当前股票 603603 股票名字 博天环境 评级为: B  .............. i =379 , i的余数为 1
当前股票 603602 股票名字 纵横通信 评级为: A+ .............. i =380 , i的余数为 0
当前股票 603538 股票名字 美诺华 评级为: B+ .............. i =381 , i的余数为 1
当前股票 603520 股票名字 司太立 评级为: A  .............. i =382 , i的余数为 0
当前股票 603508 股票名字 思维列控 评级为: A- .............. i =383 , i的余数为 1
当前股票 603398 股票名字 邦宝益智 评级为: B  .............. i =384 , i的余数为 0
当前股票 603393 股票名字 新天然气 评级为: A  .............. i =385 , i的余数为 1
当前股票 603318 股票名字 派思股份 评级为: B  .............. i =386 , i的余数为 0
当前股票 603315 股票名字 福鞍股份 评级为: C+ .............. i =387 , i的余数为 1
当前股票 603309 股票名字 维力医疗 评级为: A  .............. i =388 , i的余数为 0
当前股票 603306 股票名字 华懋科技 评级为: A- .............. i =389 , i的余数为 1
当前股票 603222 股票名字 济民制药 评级为: B  .............. i =390 , i的余数为 0
当前股票 603108 股票名字 润达医疗 评级为: A  .............. i =391 , i的余数为 1
当前股票 603099 股票名字 长白山 评级为: B  .............. i =392 , i的余数为 0
当前股票 603066 股票名字 音飞储存 评级为: A- .............. i =393 , i的余数为 1
当前股票 603033 股票名字 三维股份 评级为: B  .............. i =394 , i的余数为 0
当前股票 601801 股票名字 皖新传媒 评级为: B+ .............. i =395 , i的余数为 1
当前股票 601619 股票名字 嘉泽新能 评级为: B- .............. i =396 , i的余数为 0
当前股票 601611 股票名字 中国核建 评级为: B  .............. i =397 , i的余数为 1
当前股票 601398 股票名字 工商银行 评级为: A  .............. i =398 , i的余数为 0
当前股票 601225 股票名字 陕西煤业 评级为: A+ .............. i =399 , i的余数为 1
当前股票 600987 股票名字 航民股份 评级为: A  .............. i =400 , i的余数为 0
当前股票 600960 股票名字 渤海活塞 评级为: B- .............. i =401 , i的余数为 1
当前股票 600959 股票名字 江苏有线 评级为: B+ .............. i =402 , i的余数为 0
当前股票 600880 股票名字 博瑞传播 评级为: C  .............. i =403 , i的余数为 1
当前股票 600879 股票名字 航天电子 评级为: A- .............. i =404 , i的余数为 0
当前股票 600877 股票名字 ST嘉陵 评级为: C- .............. i =405 , i的余数为 1
当前股票 600866 股票名字 星湖科技 评级为: C+ .............. i =406 , i的余数为 0
当前股票 600856 股票名字 中天能源 评级为: A- .............. i =407 , i的余数为 1
当前股票 600807 股票名字 天业股份 评级为: B  .............. i =408 , i的余数为 0
当前股票 600798 股票名字 宁波海运 评级为: A- .............. i =409 , i的余数为 1
当前股票 600794 股票名字 保税科技 评级为: C  .............. i =410 , i的余数为 0
当前股票 600784 股票名字 鲁银投资 评级为: C- .............. i =411 , i的余数为 1
当前股票 600777 股票名字 新潮能源 评级为: B- .............. i =412 , i的余数为 0
当前股票 600764 股票名字 中国海防 评级为: C  .............. i =413 , i的余数为 1
当前股票 600759 股票名字 洲际油气 评级为: C- .............. i =414 , i的余数为 0
当前股票 600753 股票名字 东方银星 评级为: B+ .............. i =415 , i的余数为 1
当前股票 600751 股票名字 天海投资 评级为: B- .............. i =416 , i的余数为 0
当前股票 600747 股票名字 *ST大控 评级为: C  .............. i =417 , i的余数为 1
当前股票 600745 股票名字 闻泰科技 评级为: A- .............. i =418 , i的余数为 0
当前股票 600741 股票名字 华域汽车 评级为: A+ .............. i =419 , i的余数为 1
当前股票 600737 股票名字 中粮糖业 评级为: B- .............. i =420 , i的余数为 0
当前股票 600735 股票名字 新华锦 评级为: B  .............. i =421 , i的余数为 1
当前股票 600734 股票名字 实达集团 评级为: B+ .............. i =422 , i的余数为 0
当前股票 600733 股票名字 SST前锋 评级为: B- .............. i =423 , i的余数为 1
当前股票 600710 股票名字 苏美达 评级为: B+ .............. i =424 , i的余数为 0
当前股票 600701 股票名字 工大高新 评级为: B- .............. i =425 , i的余数为 1
当前股票 600689 股票名字 上海三毛 评级为: C+ .............. i =426 , i的余数为 0
当前股票 600682 股票名字 南京新百 评级为: B+ .............. i =427 , i的余数为 1
当前股票 600678 股票名字 四川金顶 评级为: B+ .............. i =428 , i的余数为 0
当前股票 600666 股票名字 奥瑞德 评级为: A  .............. i =429 , i的余数为 1
当前股票 600663 股票名字 陆家嘴 评级为: B- .............. i =430 , i的余数为 0
当前股票 600641 股票名字 万业企业 评级为: A  .............. i =431 , i的余数为 1
当前股票 600614 股票名字 鹏起科技 评级为: B  .............. i =432 , i的余数为 0
当前股票 600575 股票名字 皖江物流 评级为: B- .............. i =433 , i的余数为 1
当前股票 600571 股票名字 信雅达 评级为: C- .............. i =434 , i的余数为 0
当前股票 600568 股票名字 中珠医疗 评级为: B  .............. i =435 , i的余数为 1
当前股票 600546 股票名字 山煤国际 评级为: B  .............. i =436 , i的余数为 0
当前股票 600515 股票名字 海航基础 评级为: A  .............. i =437 , i的余数为 1
当前股票 600490 股票名字 鹏欣资源 评级为: B+ .............. i =438 , i的余数为 0
当前股票 600485 股票名字 信威集团 评级为: B- .............. i =439 , i的余数为 1
当前股票 600423 股票名字 *ST柳化 评级为: C+ .............. i =440 , i的余数为 0
当前股票 600421 股票名字 ST仰帆 评级为: C- .............. i =441 , i的余数为 1
当前股票 600401 股票名字 *ST海润 评级为: D- .............. i =442 , i的余数为 0
当前股票 600399 股票名字 抚顺特钢 评级为: C+ .............. i =443 , i的余数为 1
当前股票 600393 股票名字 粤泰股份 评级为: B+ .............. i =444 , i的余数为 0
当前股票 600340 股票名字 华夏幸福 评级为: A  .............. i =445 , i的余数为 1
当前股票 600335 股票名字 国机汽车 评级为: D- .............. i =446 , i的余数为 0
当前股票 600318 股票名字 新力金融 评级为: D+ .............. i =447 , i的余数为 1
当前股票 600309 股票名字 万华化学 评级为: A+ .............. i =448 , i的余数为 0
当前股票 600290 股票名字 华仪电气 评级为: D- .............. i =449 , i的余数为 1
当前股票 600273 股票名字 嘉化能源 评级为: B+ .............. i =450 , i的余数为 0
当前股票 600257 股票名字 大湖股份 评级为: C+ .............. i =451 , i的余数为 1
当前股票 600255 股票名字 梦舟股份 评级为: B  .............. i =452 , i的余数为 0
当前股票 600241 股票名字 时代万恒 评级为: C  .............. i =453 , i的余数为 1
当前股票 600226 股票名字 瀚叶股份 评级为: B+ .............. i =454 , i的余数为 0
